DateTime,Trigger,Response
2024-09-13 14:51:12.763538,trigger22,15050008ff000eec
2024-09-13 14:51:14.945441,mcooltrigger,15050017ff003f2a
2024-09-13 14:51:17.125595,autospeedtrigger,1505001bff00ff29
2024-09-13 14:51:43.853128,trigger22,15050008ff000eec
2024-09-13 14:51:46.026726,mcooltrigger,15050017ff003f2a
2024-09-13 14:51:48.207703,autospeedtrigger,1505001bff00ff29
2024-09-13 14:53:44.934518,trigger22,15050008ff000eec
2024-09-13 14:53:47.114864,mcooltrigger,15050017ff003f2a
2024-09-13 14:53:49.285266,autospeedtrigger,1505001bff00ff29
2024-09-13 14:55:45.927934,trigger22,15050008ff000eec
2024-09-13 14:55:48.104794,mcooltrigger,15050017ff003f2a
2024-09-13 14:55:50.279319,autospeedtrigger,1505001bff00ff29
2024-09-13 14:57:46.927888,trigger22,15050008ff000eec
2024-09-13 14:57:49.113090,mcooltrigger,15050017ff003f2a
2024-09-13 14:57:51.297084,autospeedtrigger,1505001bff00ff29
2024-09-13 14:59:47.943922,trigger18,15050004ff00ceef
2024-09-13 14:59:50.123623,trigger22,15050008ff000eec
2024-09-13 14:59:52.313092,mcooltrigger,15050017ff003f2a
2024-09-13 14:59:54.486674,speed06trigger,1505001dff001f28
2024-09-13 15:01:44.318327,trigger18,15050004ff00ceef
2024-09-13 15:01:46.500787,trigger22,15050008ff000eec
2024-09-13 15:01:48.677165,mcooltrigger,15050017ff003f2a
2024-09-13 15:01:50.849434,speed06trigger,1505001dff001f28
2024-09-13 15:03:49.701179,trigger18,15050004ff00ceef
2024-09-13 15:03:51.877686,trigger22,15050008ff000eec
2024-09-13 15:03:54.050692,mcooltrigger,15050017ff003f2a
2024-09-13 15:03:56.227776,speed06trigger,1505001dff001f28
2024-09-13 15:05:46.095511,trigger16,15050002ff002eee
2024-09-13 15:05:48.272941,trigger22,15050008ff000eec
2024-09-13 15:05:50.461280,mcooltrigger,15050017ff003f2a
2024-09-13 15:05:52.649818,maxspeedtrigger,1505001cff004ee8
2024-09-13 15:07:42.493905,trigger16,15050002ff002eee
2024-09-13 15:07:44.671113,trigger22,15050008ff000eec
2024-09-13 15:07:46.848946,mcooltrigger,15050017ff003f2a
2024-09-13 15:07:49.026615,maxspeedtrigger,1505001cff004ee8
2024-09-13 15:09:47.761630,trigger16,15050002ff002eee
2024-09-13 15:09:49.944157,trigger22,15050008ff000eec
2024-09-13 15:09:52.120380,mcooltrigger,15050017ff003f2a
2024-09-13 15:09:54.306706,maxspeedtrigger,1505001cff004ee8
2024-09-13 15:11:44.177177,trigger16,15050002ff002eee
2024-09-13 15:11:46.361778,trigger22,15050008ff000eec
2024-09-13 15:11:48.546663,mcooltrigger,15050017ff003f2a
2024-09-13 15:11:50.733029,maxspeedtrigger,1505001cff004ee8
2024-09-13 15:13:49.454652,trigger16,15050002ff002eee
2024-09-13 15:13:51.630662,trigger22,15050008ff000eec
2024-09-13 15:13:53.819244,mcooltrigger,15050017ff003f2a
2024-09-13 15:13:55.993633,maxspeedtrigger,1505001cff004ee8
2024-09-13 15:15:45.866826,trigger16,15050002ff002eee
2024-09-13 15:15:48.041364,trigger22,15050008ff000eec
2024-09-13 15:15:50.228930,mcooltrigger,15050017ff003f2a
2024-09-13 15:15:52.407117,maxspeedtrigger,1505001cff004ee8
2024-09-13 15:17:51.260004,trigger18,15050004ff00ceef
2024-09-13 15:17:53.436242,trigger22,15050008ff000eec
2024-09-13 15:17:55.618819,mcooltrigger,15050017ff003f2a
2024-09-13 15:17:57.796649,speed06trigger,1505001dff001f28
2024-09-13 15:19:47.435771,trigger18,15050004ff00ceef
2024-09-13 15:19:49.611127,trigger22,15050008ff000eec
2024-09-13 15:19:51.777814,mcooltrigger,15050017ff003f2a
2024-09-13 15:19:53.957775,speed06trigger,1505001dff001f28
2024-09-13 15:21:43.623227,trigger18,15050004ff00ceef
2024-09-13 15:21:45.802939,trigger22,15050008ff000eec
2024-09-13 15:21:47.979389,mcooltrigger,15050017ff003f2a
2024-09-13 15:21:50.151600,speed06trigger,1505001dff001f28
2024-09-13 15:24:41.930644,trigger18,15050004ff00ceef
2024-09-13 15:24:44.113099,trigger22,15050008ff000eec
2024-09-13 15:24:46.283977,mcooltrigger,15050017ff003f2a
2024-09-13 15:24:48.463668,speed06trigger,1505001dff001f28
2024-09-13 15:25:52.889708,trigger18,15050004ff00ceef
2024-09-13 15:25:55.059344,trigger22,15050008ff000eec
2024-09-13 15:25:57.227677,mcooltrigger,15050017ff003f2a
2024-09-13 15:25:59.409259,speed06trigger,1505001dff001f28
2024-09-13 15:27:48.302721,trigger16,15050002ff002eee
2024-09-13 15:27:50.484821,trigger22,15050008ff000eec
2024-09-13 15:27:52.654441,mcooltrigger,15050017ff003f2a
2024-09-13 15:27:54.836170,maxspeedtrigger,1505001cff004ee8
2024-09-13 15:29:52.691871,trigger16,15050002ff002eee
2024-09-13 15:29:54.861044,trigger22,15050008ff000eec
2024-09-13 15:29:57.047320,mcooltrigger,15050017ff003f2a
2024-09-13 15:29:59.214843,maxspeedtrigger,1505001cff004ee8
2024-09-13 15:31:48.193408,trigger16,15050002ff002eee
2024-09-13 15:31:50.378527,trigger22,15050008ff000eec
2024-09-13 15:31:52.564341,mcooltrigger,15050017ff003f2a
2024-09-13 15:31:54.748573,maxspeedtrigger,1505001cff004ee8
2024-09-13 15:33:52.559765,trigger16,15050002ff002eee
2024-09-13 15:33:54.739465,trigger22,15050008ff000eec
2024-09-13 15:33:56.915439,mcooltrigger,15050017ff003f2a
2024-09-13 15:33:59.093038,maxspeedtrigger,1505001cff004ee8
2024-09-13 15:35:47.969749,trigger16,15050002ff002eee
2024-09-13 15:35:50.150812,trigger22,15050008ff000eec
2024-09-13 15:35:52.318103,mcooltrigger,15050017ff003f2a
2024-09-13 15:35:54.498486,maxspeedtrigger,1505001cff004ee8
2024-09-13 15:37:52.356595,trigger16,15050002ff002eee
2024-09-13 15:37:54.528399,trigger22,15050008ff000eec
2024-09-13 15:37:56.703081,mcooltrigger,15050017ff003f2a
2024-09-13 15:37:58.877760,maxspeedtrigger,1505001cff004ee8
2024-09-13 15:39:47.869679,trigger16,15050002ff002eee
2024-09-13 15:39:50.039834,trigger22,15050008ff000eec
2024-09-13 15:39:52.213960,mcooltrigger,15050017ff003f2a
2024-09-13 15:39:54.382915,maxspeedtrigger,1505001cff004ee8
2024-09-13 15:41:52.245025,trigger16,15050002ff002eee
2024-09-13 15:41:54.430551,trigger22,15050008ff000eec
2024-09-13 15:41:56.599389,mcooltrigger,15050017ff003f2a
2024-09-13 15:41:58.770740,maxspeedtrigger,1505001cff004ee8
2024-09-13 15:43:47.735218,trigger16,15050002ff002eee
2024-09-13 15:43:49.909359,trigger22,15050008ff000eec
2024-09-13 15:43:52.086445,mcooltrigger,15050017ff003f2a
2024-09-13 15:43:54.261366,maxspeedtrigger,1505001cff004ee8
2024-09-13 15:45:52.133863,trigger16,15050002ff002eee
2024-09-13 15:45:54.307861,trigger22,15050008ff000eec
2024-09-13 15:45:56.477797,mcooltrigger,15050017ff003f2a
2024-09-13 15:45:58.654528,maxspeedtrigger,1505001cff004ee8
2024-09-13 15:47:47.746155,trigger16,15050002ff002eee
2024-09-13 15:47:49.933290,trigger22,15050008ff000eec
2024-09-13 15:47:52.124258,mcooltrigger,15050017ff003f2a
2024-09-13 15:47:54.307822,maxspeedtrigger,1505001cff004ee8
2024-09-13 15:49:51.915036,trigger16,15050002ff002eee
2024-09-13 15:49:54.083343,trigger22,15050008ff000eec
2024-09-13 15:49:56.263788,mcooltrigger,15050017ff003f2a
2024-09-13 15:49:58.445680,maxspeedtrigger,1505001cff004ee8
2024-09-13 15:51:56.219263,trigger16,15050002ff002eee
2024-09-13 15:51:58.399599,trigger22,15050008ff000eec
2024-09-13 15:52:00.578805,mcooltrigger,15050017ff003f2a
2024-09-13 15:52:02.769107,maxspeedtrigger,1505001cff004ee8
2024-09-13 15:53:51.693450,trigger16,15050002ff002eee
2024-09-13 15:53:53.874513,trigger22,15050008ff000eec
2024-09-13 15:53:56.054418,mcooltrigger,15050017ff003f2a
2024-09-13 15:53:58.224576,maxspeedtrigger,1505001cff004ee8
2024-09-13 15:55:55.904846,trigger16,15050002ff002eee
2024-09-13 15:55:58.084766,trigger22,15050008ff000eec
2024-09-13 15:56:00.260537,mcooltrigger,15050017ff003f2a
2024-09-13 15:56:02.445677,maxspeedtrigger,1505001cff004ee8
2024-09-13 15:57:51.298396,trigger16,15050002ff002eee
2024-09-13 15:57:53.470641,trigger22,15050008ff000eec
2024-09-13 15:57:55.638519,mcooltrigger,15050017ff003f2a
2024-09-13 15:57:57.814369,maxspeedtrigger,1505001cff004ee8
2024-09-13 15:59:55.563994,trigger18,15050004ff00ceef
2024-09-13 15:59:57.742519,trigger22,15050008ff000eec
2024-09-13 15:59:59.927636,mcooltrigger,15050017ff003f2a
2024-09-13 16:00:02.102953,speed06trigger,1505001dff001f28
2024-09-13 16:01:51.193705,trigger18,15050004ff00ceef
2024-09-13 16:01:53.363351,trigger22,15050008ff000eec
2024-09-13 16:01:55.542648,mcooltrigger,15050017ff003f2a
2024-09-13 16:01:57.711367,speed06trigger,1505001dff001f28
2024-09-13 16:03:55.686982,trigger18,15050004ff00ceef
2024-09-13 16:03:57.858860,trigger22,15050008ff000eec
2024-09-13 16:04:00.029272,mcooltrigger,15050017ff003f2a
2024-09-13 16:04:02.201892,speed06trigger,1505001dff001f28
2024-09-13 16:05:51.075693,trigger16,15050002ff002eee
2024-09-13 16:05:53.248076,trigger22,15050008ff000eec
2024-09-13 16:05:55.424937,mcooltrigger,15050017ff003f2a
2024-09-13 16:05:57.599866,maxspeedtrigger,1505001cff004ee8
2024-09-13 16:07:55.445360,trigger16,15050002ff002eee
2024-09-13 16:07:57.618791,trigger22,15050008ff000eec
2024-09-13 16:07:59.796060,mcooltrigger,15050017ff003f2a
2024-09-13 16:08:01.973052,maxspeedtrigger,1505001cff004ee8
2024-09-13 16:09:51.144744,trigger16,15050002ff002eee
2024-09-13 16:09:53.324586,trigger22,15050008ff000eec
2024-09-13 16:09:55.509952,mcooltrigger,15050017ff003f2a
2024-09-13 16:09:57.683431,maxspeedtrigger,1505001cff004ee8
2024-09-13 16:11:55.544220,trigger16,15050002ff002eee
2024-09-13 16:11:57.721351,trigger22,15050008ff000eec
2024-09-13 16:11:59.896512,mcooltrigger,15050017ff003f2a
2024-09-13 16:12:02.084991,maxspeedtrigger,1505001cff004ee8
2024-09-13 16:13:51.323893,trigger16,15050002ff002eee
2024-09-13 16:13:53.513310,trigger22,15050008ff000eec
2024-09-13 16:13:55.690968,mcooltrigger,15050017ff003f2a
2024-09-13 16:13:57.871098,maxspeedtrigger,1505001cff004ee8
2024-09-13 16:15:55.826578,trigger16,15050002ff002eee
2024-09-13 16:15:58.011223,trigger22,15050008ff000eec
2024-09-13 16:16:00.183017,mcooltrigger,15050017ff003f2a
2024-09-13 16:16:02.362727,maxspeedtrigger,1505001cff004ee8
2024-09-13 16:17:51.423295,trigger16,15050002ff002eee
2024-09-13 16:17:53.608675,trigger22,15050008ff000eec
2024-09-13 16:17:55.788267,mcooltrigger,15050017ff003f2a
2024-09-13 16:17:57.969852,maxspeedtrigger,1505001cff004ee8
2024-09-13 16:19:55.903484,trigger16,15050002ff002eee
2024-09-13 16:19:58.086308,trigger22,15050008ff000eec
2024-09-13 16:20:00.261992,mcooltrigger,15050017ff003f2a
2024-09-13 16:20:02.445780,maxspeedtrigger,1505001cff004ee8
2024-09-13 16:21:51.613043,trigger16,15050002ff002eee
2024-09-13 16:21:53.800067,trigger22,15050008ff000eec
2024-09-13 16:21:55.981474,mcooltrigger,15050017ff003f2a
2024-09-13 16:21:58.163657,maxspeedtrigger,1505001cff004ee8
2024-09-13 16:23:56.100381,trigger16,15050002ff002eee
2024-09-13 16:23:58.278699,trigger22,15050008ff000eec
2024-09-13 16:24:00.448928,mcooltrigger,15050017ff003f2a
2024-09-13 16:24:02.617824,maxspeedtrigger,1505001cff004ee8
2024-09-13 16:25:51.696710,trigger16,15050002ff002eee
2024-09-13 16:25:53.877258,trigger22,15050008ff000eec
2024-09-13 16:25:56.054685,mcooltrigger,15050017ff003f2a
2024-09-13 16:25:58.238227,maxspeedtrigger,1505001cff004ee8
2024-09-13 16:27:56.076819,trigger16,15050002ff002eee
2024-09-13 16:27:58.258117,trigger22,15050008ff000eec
2024-09-13 16:28:00.441156,mcooltrigger,15050017ff003f2a
2024-09-13 16:28:02.625708,maxspeedtrigger,1505001cff004ee8
2024-09-13 16:29:51.464661,trigger16,15050002ff002eee
2024-09-13 16:29:53.651973,trigger22,15050008ff000eec
2024-09-13 16:29:55.827590,mcooltrigger,15050017ff003f2a
2024-09-13 16:29:58.017181,maxspeedtrigger,1505001cff004ee8
2024-09-13 16:31:55.860553,trigger18,15050004ff00ceef
2024-09-13 16:31:58.039875,trigger22,15050008ff000eec
2024-09-13 16:32:00.220990,mcooltrigger,15050017ff003f2a
2024-09-13 16:32:02.409151,speed06trigger,1505001dff001f28
2024-09-13 16:33:51.464886,trigger18,15050004ff00ceef
2024-09-13 16:33:53.638455,trigger22,15050008ff000eec
2024-09-13 16:33:55.825211,mcooltrigger,15050017ff003f2a
2024-09-13 16:33:58.001022,speed06trigger,1505001dff001f28
2024-09-13 16:35:55.748878,trigger16,15050002ff002eee
2024-09-13 16:35:57.929119,trigger22,15050008ff000eec
2024-09-13 16:36:00.110923,mcooltrigger,15050017ff003f2a
2024-09-13 16:36:02.285799,maxspeedtrigger,1505001cff004ee8
2024-09-13 16:37:51.255443,trigger16,15050002ff002eee
2024-09-13 16:37:53.427463,trigger22,15050008ff000eec
2024-09-13 16:37:55.613270,mcooltrigger,15050017ff003f2a
2024-09-13 16:37:57.795654,maxspeedtrigger,1505001cff004ee8
2024-09-13 16:39:55.919826,trigger16,15050002ff002eee
2024-09-13 16:39:58.098153,trigger22,15050008ff000eec
2024-09-13 16:40:00.271047,mcooltrigger,15050017ff003f2a
